Name of District,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
SIVAGANGA,0,388.39,0,16.90861331
SIVAGANGA,0,389.26,0,16.94672435
SIVAGANGA,0,390.93,0,17.01921178
SIVAGANGA,0,392.71,0,17.09683341
SIVAGANGA,0,394.86,0,17.19064194
SIVAGANGA,0,397.34,0,17.29838993
SIVAGANGA,0,400.24,0,17.42456834
SIVAGANGA,0,373.21,0,16.24795144
SIVAGANGA,0,374.01,0,16.28277859
SIVAGANGA,0,373.31,0,16.252382
SIVAGANGA,0,373.91,0,16.27830258
SIVAGANGA,0,374.67,0,16.31128492
SIVAGANGA,0,375.53,0,16.3491365
SIVAGANGA,0,376.52,0,16.39194033
SIVAGANGA,0,377.17,0,16.42022254
SIVAGANGA,0,378.32,0,16.47021468
SIVAGANGA,0,379.52,0,16.52253813
SIVAGANGA,0,380.49,0,16.5648685
SIVAGANGA,0,381.71,0,16.61781533
SIVAGANGA,0,382.84,0,16.66733709
SIVAGANGA,0,384.31,0,16.73112286
SIVAGANGA,0,386.67,0,16.83400178
SIVAGANGA,0,387.68,0,16.87794021
SIVAGANGA,0,388.72,0,16.92302793
SIVAGANGA,0,390.37,0,16.99497454
SIVAGANGA,0,402.47,0,17.52185526
SIVAGANGA,0,394.17,0,17.16039986
SIVAGANGA,0,396.27,0,17.25197198
SIVAGANGA,0,398.54,0,17.35076074
SIVAGANGA,0,380.11,0,16.54835018
SIVAGANGA,0,381.43,0,16.60567229
SIVAGANGA,0,382.9,0,16.66993504
SIVAGANGA,0,384.61,0,16.74423819
SIVAGANGA,0,386.48,0,16.82559121
SIVAGANGA,0,388.37,0,16.90777
SIVAGANGA,0,390.83,0,17.01519229
SIVAGANGA,0,392.26,0,17.07709321
SIVAGANGA,0,395.01,0,17.196816
SIVAGANGA,0,397.8,0,17.31834782
SIVAGANGA,0,401.02,0,17.45851971
SIVAGANGA,0,378.78,0,16.49052706
SIVAGANGA,0,380.79,0,16.57784917
SIVAGANGA,0,373.43,0,16.25750632
SIVAGANGA,0,374.47,0,16.30259565
SIVAGANGA,0,375.34,0,16.340773
SIVAGANGA,0,376.3,0,16.38266453
SIVAGANGA,0,377.38,0,16.42963035
SIVAGANGA,0,378.02,0,16.45733233
SIVAGANGA,0,378.75,0,16.48890201
SIVAGANGA,0,376.87,0,16.40720641
SIVAGANGA,0,377.54,0,16.43633607
SIVAGANGA,0,378.19,0,16.46485805
SIVAGANGA,0,379.2,0,16.50891804
SIVAGANGA,0,380.22,0,16.5533167
SIVAGANGA,0,381.11,0,16.59195954
SIVAGANGA,0,382.22,0,16.64012295
SIVAGANGA,0,383.43,0,16.69298475
SIVAGANGA,0,384.96,0,16.75933756
SIVAGANGA,0,386.36,0,16.82042695
SIVAGANGA,0,387.41,0,16.86612461
SIVAGANGA,0,674.63,0,29.3705902
SIVAGANGA,0,655.91,0,28.55556352
SIVAGANGA,0,658.54,0,28.66981893
SIVAGANGA,0,686.82,0,29.90095683
SIVAGANGA,0,688.34,0,29.96742809
SIVAGANGA,0,736.18,0,32.05021102
SIVAGANGA,0,582.75,0,25.37053621
SIVAGANGA,0,452.16,0,19.68505577
SIVAGANGA,0,458.3,0,19.952234
SIVAGANGA,0,459.92,0,20.02286742
SIVAGANGA,0,466.78,0,20.32141692
SIVAGANGA,0,474.35,0,20.65126034
SIVAGANGA,0,460.38,0,20.04312463
SIVAGANGA,0,464.71,0,20.23130478
SIVAGANGA,0,469.25,0,20.42920773
SIVAGANGA,0,473.53,0,20.61537341
SIVAGANGA,0,475.06,0,20.68193193
SIVAGANGA,0,480.18,0,20.90490051
SIVAGANGA,0,485.5,0,21.13650097
SIVAGANGA,0,493.89,0,21.50166663
SIVAGANGA,0,502.82,0,21.89068254
SIVAGANGA,0,507.61,0,22.09894486
SIVAGANGA,0,460.75,0,20.05909993
SIVAGANGA,0,443.4,0,19.30388126
SIVAGANGA,0,397.96,0,17.3252541
SIVAGANGA,0,400.85,0,17.45126262
SIVAGANGA,0,375.58,0,16.35125103
SIVAGANGA,0,376.37,0,16.38542916
SIVAGANGA,0,377.54,0,16.43626113
SIVAGANGA,0,378.7,0,16.48693483
SIVAGANGA,0.06,865.17,0.6,37.6656573
SIVAGANGA,0.09,897.38,0.89,39.06781103
SIVAGANGA,0.12,932.1,1.23,40.57945004
SIVAGANGA,0.26,987.77,2.48,43.0032422
SIVAGANGA,0.06,812.1,0.61,35.35542869
SIVAGANGA,0.06,812.47,0.62,35.37148081
SIVAGANGA,0,748.05,0.04,32.56673997
SIVAGANGA,0.01,749.66,0.06,32.63700813
SIVAGANGA,0.01,771.04,0.12,33.56789613
SIVAGANGA,0.02,794.97,0.22,34.60956647
SIVAGANGA,0.03,822.96,0.31,35.82816655
SIVAGANGA,0.02,810.34,0.2,35.27860654
SIVAGANGA,0,726.9,0,31.64620903
SIVAGANGA,0.01,719.57,0.06,31.32680715
SIVAGANGA,0,734.63,0,31.98256124
SIVAGANGA,0,703.48,0,30.6266044
SIVAGANGA,0,706.79,0,30.77039635
SIVAGANGA,0,699.19,0,30.43981142
SIVAGANGA,0,723.35,0,31.49147197
SIVAGANGA,0,708.57,0,30.84821261
SIVAGANGA,0,719.21,0,31.31134142
SIVAGANGA,0,736.42,0,32.06052307
SIVAGANGA,0.04,793.29,0.4,34.53621183
SIVAGANGA,0,594.53,0,25.88308333
SIVAGANGA,0,596.77,0,25.98067296
SIVAGANGA,0,597.39,0,26.00785506
SIVAGANGA,0,611.8,0,26.635253
SIVAGANGA,0,628.58,0,27.36564263
SIVAGANGA,0,648.68,0,28.24048368
SIVAGANGA,0.05,807.08,0.46,35.13650119
SIVAGANGA,0.09,845.65,0.85,36.81586513
SIVAGANGA,0.14,889.86,1.39,38.74042368
SIVAGANGA,0.17,928.07,1.72,40.4040331
SIVAGANGA,0.19,945.13,1.89,41.14668183
SIVAGANGA,0.09,855.33,0.87,37.23750839
SIVAGANGA,0.07,809.42,0.66,35.23876663
SIVAGANGA,0.09,854.71,0.9,37.21031538
SIVAGANGA,0,676.1,0,29.43443064
SIVAGANGA,0,671.24,0,29.22298666
SIVAGANGA,0,669.74,0,29.15752561
SIVAGANGA,0,695.22,0,30.26690909
SIVAGANGA,0,697.99,0,30.38737799
SIVAGANGA,0,731.12,0.04,31.82975552
SIVAGANGA,0.01,764.32,0.13,33.27495464
SIVAGANGA,0.02,790.82,0.23,34.42861644
SIVAGANGA,0.05,831.93,0.5,36.21843362
SIVAGANGA,0.07,862.6,0.75,37.55363182
SIVAGANGA,0.03,812.61,0.35,35.37754333
SIVAGANGA,0.05,832.29,0.51,36.2341973
SIVAGANGA,0.08,855.01,0.79,37.2234123
SIVAGANGA,0.04,808.04,0.35,35.1783431
SIVAGANGA,0.04,833.73,0.38,36.29696075
SIVAGANGA,0,701,0,30.51836676
SIVAGANGA,0,729.04,0,31.73899321
SIVAGANGA,0.01,762.93,0.08,33.21461433
SIVAGANGA,0.03,801,0.25,34.87212639
SIVAGANGA,0.05,837.92,0.52,36.47954538
SIVAGANGA,0.22,936.51,2.14,40.7714959
SIVAGANGA,0.21,922.47,1.95,40.16009743
SIVAGANGA,0.34,985.45,3.27,42.90221972
SIVAGANGA,0.34,983.96,3.22,42.83720392
SIVAGANGA,0.01,774.02,0.11,33.69749363
SIVAGANGA,0.03,800.92,0.32,34.86842691
SIVAGANGA,0.07,838.4,0.7,36.50038659
SIVAGANGA,0.02,790.36,0.23,34.40898885
SIVAGANGA,0.06,832.39,0.61,36.23839149
SIVAGANGA,0.05,831.19,0.47,36.1862407
SIVAGANGA,0.11,870.48,1.07,37.89667519
SIVAGANGA,0.2,921.28,1.96,40.10860401
SIVAGANGA,0.22,933.48,2.11,40.63966147
SIVAGANGA,0.03,768.91,0.34,33.47474837
SIVAGANGA,0.04,807.04,0.35,35.13487235
SIVAGANGA,0.03,811.36,0.29,35.32318543
SIVAGANGA,0.16,937.13,1.59,40.79862802
SIVAGANGA,0.1,880.68,1.01,38.34109522
SIVAGANGA,0.03,806.49,0.29,35.11120844
SIVAGANGA,0.05,833.85,0.48,36.30227712
SIVAGANGA,0.08,875.51,0.75,38.11582592
SIVAGANGA,0.14,912.14,1.37,39.71040289
SIVAGANGA,0.09,894.29,0.91,38.93353459
SIVAGANGA,0,775.08,0.03,33.74340292
SIVAGANGA,0.01,790.79,0.09,34.42734856
SIVAGANGA,0,746.12,0,32.48278822
SIVAGANGA,0,786.19,0.04,34.22710147
SIVAGANGA,0.04,838.7,0.35,36.51311661
SIVAGANGA,0,786.96,0.04,34.26064996
SIVAGANGA,0.03,834.13,0.31,36.31437789
SIVAGANGA,0.07,866.79,0.7,37.73643692
SIVAGANGA,0.07,879.39,0.59,38.28471941
SIVAGANGA,0,758.4,0,33.01761025
SIVAGANGA,0,755.52,0.01,32.89211578
SIVAGANGA,0,755.72,0,32.90056528
SIVAGANGA,0.02,802.84,0.15,34.95221139
SIVAGANGA,0.06,850.34,0.6,37.01999763
SIVAGANGA,0.14,904.97,1.38,39.39831391
SIVAGANGA,0.26,970.59,2.6,42.25505839
SIVAGANGA,0.2,945.97,1.97,41.18321873
SIVAGANGA,0,738.78,0,32.16342878
SIVAGANGA,0,771.01,0.05,33.56658208
SIVAGANGA,0.02,799.22,0.18,34.79460284
SIVAGANGA,0.03,826.32,0.31,35.97450917
SIVAGANGA,0.04,826.41,0.35,35.97816742
SIVAGANGA,0.07,854.76,0.71,37.21245506
SIVAGANGA,0.15,900.92,1.47,39.22207652
SIVAGANGA,0,756.38,0,32.92963689
SIVAGANGA,0.03,805.62,0.26,35.07298843
SIVAGANGA,0.09,857.54,0.89,37.33333662
SIVAGANGA,0.15,901.64,1.44,39.25331067
SIVAGANGA,0.19,933.14,1.86,40.62473249
SIVAGANGA,0.01,788.72,0.05,34.33737607
SIVAGANGA,0.04,827.88,0.34,36.04212755
SIVAGANGA,0.1,871.19,0.92,37.92797599
SIVAGANGA,0.19,918.45,1.8,39.98530869
SIVAGANGA,0.17,919.85,1.67,40.04619793
SIVAGANGA,0.29,977.91,2.89,42.57376918
SIVAGANGA,0.21,937.08,2,40.79619691
SIVAGANGA,0.08,874.89,0.8,38.08898111
SIVAGANGA,0.18,931.63,1.77,40.558956
SIVAGANGA,0.23,950.12,2.33,41.36419574
SIVAGANGA,0.12,896.41,1.21,39.02570855
SIVAGANGA,0.1,885.2,1.03,38.53776964
SIVAGANGA,0.19,937.37,1.99,40.8088872
SIVAGANGA,0.13,899.07,1.23,39.14153317
SIVAGANGA,0.13,905.42,1.29,39.41818433
SIVAGANGA,0.16,919.55,1.58,40.03319375
SIVAGANGA,0.26,976.99,2.6,42.53381307
SIVAGANGA,0.22,957.45,2.12,41.68301397
THANJAVUR,0,383.92,0,21.0761129
THANJAVUR,0,386.84,0,21.23662679
THANJAVUR,0,390.31,0,21.42714591
THANJAVUR,0,394.54,0,21.65899048
THANJAVUR,0,396.81,0,21.78379411
THANJAVUR,0,400.6,0,21.99158004
THANJAVUR,0,403.75,0,22.16486755
THANJAVUR,0,407.94,0,22.39484004
THANJAVUR,0,412.15,0.01,22.62600935
THANJAVUR,0,415.84,0.01,22.82845355
THANJAVUR,0,419.61,0.01,23.03537335
THANJAVUR,0,424.32,0.02,23.29384396
THANJAVUR,0,432.97,0.02,23.76874065
THANJAVUR,0,387.98,0.02,21.29920778
THANJAVUR,0,389.5,0.03,21.38233897
THANJAVUR,0,393.01,0.03,21.57513756
THANJAVUR,0.01,396.78,0.04,21.78182093
THANJAVUR,0.01,399.09,0.04,21.90872085
THANJAVUR,0.01,403.16,0.05,22.13234007
THANJAVUR,0.01,411.24,0.06,22.57573585
THANJAVUR,0.01,415.11,0.07,22.78816812
THANJAVUR,0.01,419.29,0.08,23.01780983
THANJAVUR,0.01,423.39,0.09,23.24292657
THANJAVUR,0.02,427.71,0.1,23.47997021
THANJAVUR,0.02,432.19,0.12,23.72602095
THANJAVUR,9.32,451.28,74.22,24.77377466
THANJAVUR,9.42,470.8,74.94,25.84561576
THANJAVUR,9.51,490.99,75.64,26.95383498
THANJAVUR,9.58,506.28,76.09,27.79327285
THANJAVUR,9.59,509.98,76.24,27.99621317
THANJAVUR,9.68,532.31,76.88,29.2225275
THANJAVUR,0,347.62,0,19.08307341
THANJAVUR,0,347.95,0,19.10131976
THANJAVUR,0,348.84,0,19.15040071
THANJAVUR,0,349.62,0,19.19314582
THANJAVUR,0,350.64,0,19.24892413
THANJAVUR,0,351.67,0,19.30542585
THANJAVUR,0,353.15,0,19.38677517
THANJAVUR,0,350.96,0,19.2666223
THANJAVUR,0,352.27,0,19.33874708
THANJAVUR,0,351.54,0,19.29847605
THANJAVUR,0,352.46,0,19.34878069
THANJAVUR,0,353.51,0,19.4063936
THANJAVUR,0,354.49,0,19.46071258
THANJAVUR,0,355.81,0,19.53287638
THANJAVUR,0,356.77,0,19.58552379
THANJAVUR,0,358.04,0,19.65508431
THANJAVUR,0,359.28,0,19.7234939
THANJAVUR,0,360.65,0,19.79889639
THANJAVUR,0,361.79,0,19.86132576
THANJAVUR,0,363.25,0,19.94113471
THANJAVUR,0,364.75,0,20.0239143
THANJAVUR,0,368,0,20.20200108
THANJAVUR,0,369.05,0,20.25949837
THANJAVUR,0,370.09,0,20.3166266
THANJAVUR,0,372.07,0,20.42571977
THANJAVUR,0,385.3,0,21.15204837
THANJAVUR,0,376.1,0,20.64669074
THANJAVUR,0,378.51,0,20.77894228
THANJAVUR,0,381.12,0,20.92230896
THANJAVUR,0,333.08,0,18.28517217
THANJAVUR,0,333.3,0,18.29718898
THANJAVUR,0,333.48,0,18.30715272
THANJAVUR,0,333.85,0,18.32752906
THANJAVUR,0,334.23,0,18.34803592
THANJAVUR,0,334.7,0,18.37406131
THANJAVUR,0,335.11,0,18.39638426
THANJAVUR,0,335.4,0,18.4124336
THANJAVUR,0,335.81,0,18.43474741
THANJAVUR,0,336.29,0,18.46147284
THANJAVUR,0,336.75,0,18.48669272
THANJAVUR,0,337.3,0,18.51696832
THANJAVUR,0,337.88,0,18.54869158
THANJAVUR,0,338.37,0,18.57525261
THANJAVUR,0,338.99,0,18.60942769
THANJAVUR,0,339.6,0,18.64295242
THANJAVUR,0,340.2,0,18.67582019
THANJAVUR,0,341.2,0,18.73069092
THANJAVUR,0,342.01,0,18.77521209
THANJAVUR,0,342.79,0,18.81819384
THANJAVUR,0,341.37,0,18.740293
THANJAVUR,0,341.7,0,18.75812121
THANJAVUR,0,342.08,0,18.77944129
THANJAVUR,0,342.72,0,18.81457315
THANJAVUR,0,343.32,0,18.84748416
THANJAVUR,0,343.97,0,18.88294165
THANJAVUR,0,344.74,0,18.92509094
THANJAVUR,0,345.37,0,18.95997644
THANJAVUR,0,346.08,0,18.99880983
THANJAVUR,0,347.04,0,19.05166518
THANJAVUR,0,347.28,0,19.06446811
THANJAVUR,0.36,524.08,2.35,28.77039305
THANJAVUR,0.33,496.95,2.13,27.28102744
THANJAVUR,0.5,477.44,3.61,26.21031186
THANJAVUR,0.17,443.54,1.07,24.34897652
THANJAVUR,0.19,449.08,1.24,24.65299445
THANJAVUR,0.06,442.81,0.37,24.3090928
THANJAVUR,0.05,444.82,0.34,24.41906423
THANJAVUR,0.01,405.38,0.09,22.25407195
THANJAVUR,0.02,410.05,0.11,22.51029699
THANJAVUR,0.02,415.04,0.13,22.78469871
THANJAVUR,0.02,420.38,0.16,23.07739063
THANJAVUR,0.03,424.83,0.19,23.32199619
THANJAVUR,0.03,430.02,0.22,23.60658609
THANJAVUR,0.04,432.42,0.25,23.73879974
THANJAVUR,0.04,436.27,0.28,23.94976176
THANJAVUR,0.05,439.29,0.32,24.11595454
THANJAVUR,0.06,442.1,0.36,24.26999624
THANJAVUR,0.06,445.48,0.42,24.45558503
THANJAVUR,0.07,448.91,0.48,24.64392548
THANJAVUR,0.09,455.62,0.61,25.0122328
THANJAVUR,0.12,462.52,0.78,25.39115227
THANJAVUR,0.15,470.67,1.04,25.83840068
THANJAVUR,0,381.28,0,20.93111329
THANJAVUR,0,363.19,0,19.93831689
THANJAVUR,0,332.74,0,18.26645139
THANJAVUR,0,332.79,0,18.26897203
THANJAVUR,0,332.79,0,18.26895108
THANJAVUR,0,332.84,0,18.27197473
THANJAVUR,0,332.9,0,18.2753221
THANJAVUR,0,333.03,0,18.28250382
THANJAVUR,0.38,572.85,2.68,31.44764243
THANJAVUR,0.4,583.53,2.85,32.03435516
THANJAVUR,0.42,598.25,3.08,32.84241469
THANJAVUR,0.44,614.58,3.32,33.73848128
THANJAVUR,0.3,551.69,2.24,30.2862716
THANJAVUR,0.29,548.21,1.95,30.09516761
THANJAVUR,0.32,554.85,2.22,30.45985338
THANJAVUR,0.35,564.85,2.5,31.00843187
THANJAVUR,0.39,577.03,2.87,31.67727408
THANJAVUR,0.41,590.06,3.12,32.39244436
THANJAVUR,0.43,604.23,3.26,33.1702531
THANJAVUR,0.45,620.8,3.47,34.07988614
THANJAVUR,0.34,517.61,2.47,28.41522691
THANJAVUR,0.29,517.84,2.14,28.42767248
THANJAVUR,0.29,513.46,2.23,28.18719819
THANJAVUR,0.26,517.47,2.08,28.40746112
THANJAVUR,0.29,527.49,2.3,28.95749344
THANJAVUR,0.28,510.61,1.98,28.03125916
THANJAVUR,0.3,514.03,2.06,28.21852219
THANJAVUR,0.24,489.3,1.61,26.86126743
THANJAVUR,0.26,491.85,1.62,27.00093649
THANJAVUR,0.28,493.06,1.76,27.06744142
THANJAVUR,0.29,497.39,1.86,27.30525009
THANJAVUR,0.3,499.35,1.9,27.41302392
THANJAVUR,0.3,489.58,1.91,26.8764712
THANJAVUR,0.31,493.85,1.97,27.11096697
THANJAVUR,0.31,493.1,1.97,27.06956323
THANJAVUR,0.32,501.23,2.05,27.51612119
THANJAVUR,0.33,510.86,2.15,28.04495405
THANJAVUR,0.53,627.31,4.16,34.43753256
THANJAVUR,0.57,643.63,4.51,35.33360849
THANJAVUR,0.63,668.82,5.07,36.71613565
THANJAVUR,0.72,705.09,5.91,38.70746701
THANJAVUR,0.66,715.45,5.42,39.2758726
THANJAVUR,0.5,665.48,3.93,36.53304328
THANJAVUR,0.43,600.3,3.15,32.95477736
THANJAVUR,0.44,612.75,3.31,33.63811354
THANJAVUR,0.39,566.82,2.61,31.11654861
THANJAVUR,0.4,568.97,2.83,31.23458666
THANJAVUR,0.44,584.78,3.22,32.10262746
THANJAVUR,0.48,601.77,3.63,33.03518362
THANJAVUR,0.45,591.01,3.4,32.44476795
THANJAVUR,0.5,607.19,3.84,33.33312864
THANJAVUR,0.54,627.33,4.22,34.43832032
THANJAVUR,0.57,645.06,4.53,35.41200105
THANJAVUR,0.64,672.79,5.17,36.93408669
THANJAVUR,0.76,714.87,6.24,39.24400121
THANJAVUR,0.51,637.31,3.9,34.98652853
THANJAVUR,0.48,624.8,3.53,34.29993105
THANJAVUR,0.5,631.24,3.73,34.65342895
THANJAVUR,0.63,669.63,5.13,36.7608747
THANJAVUR,0.79,711.81,6.29,39.07645629
THANJAVUR,0.39,558.8,2.58,30.67632844
THANJAVUR,0.38,535.22,2.49,29.38206745
THANJAVUR,0.39,548.12,2.57,30.09030424
THANJAVUR,0.4,562.09,2.69,30.85717573
THANJAVUR,0.44,579.44,3.06,31.80979795
THANJAVUR,1.16,760.77,9.94,41.76377564
THANJAVUR,1.12,755.9,9.68,41.49647732
THANJAVUR,1.43,811.38,12.42,44.54214305
THANJAVUR,1.38,810.97,11.9,44.51990783
THANJAVUR,0.67,724.67,5.47,39.78227155
THANJAVUR,0.51,654.22,4.02,35.9148973
THANJAVUR,0.57,678.26,4.52,37.23438611
THANJAVUR,0.5,637.58,3.92,35.00112611
THANJAVUR,0.53,641.32,4.15,35.20665578
THANJAVUR,0.6,649.78,4.81,35.67091389
THANJAVUR,0.69,677.47,5.7,37.19107018
THANJAVUR,0.81,712.38,6.74,39.10777595
THANJAVUR,0.86,738.49,7.16,40.54094915
THANJAVUR,0.57,653.31,4.41,35.86454686
THANJAVUR,0.68,689.5,5.47,37.85139897
THANJAVUR,0.64,690.55,5.09,37.90898899
THANJAVUR,0.38,574.33,2.95,31.52925728
THANJAVUR,0.39,583.17,3,32.01426791
THANJAVUR,0.4,610.4,3.17,33.50910327
THANJAVUR,0.41,624.05,3.27,34.25876242
THANJAVUR,0.45,654.06,3.55,35.90617814
THANJAVUR,0.55,694.09,4.44,38.10344785
THANJAVUR,0.44,623.6,3.48,34.2339172
THANJAVUR,0.45,630.22,3.58,34.59716628
THANJAVUR,0.47,641.28,3.75,35.20465565
THANJAVUR,0.47,655.63,3.78,35.99233048
THANJAVUR,0.58,688.66,4.79,37.80536922
THANJAVUR,0.8,736.5,6.79,40.43170317
THANJAVUR,0.54,672.67,4.4,36.92772587
THANJAVUR,0.66,697.03,5.47,38.26468402
THANJAVUR,0.74,719.4,6.23,39.49320744
THANJAVUR,0.87,755.59,7.38,41.47988717
THANJAVUR,0.51,672.38,4.08,36.91146306
THANJAVUR,0.54,681.67,4.36,37.42175672
THANJAVUR,0.45,627.81,3.59,34.46516652
THANJAVUR,0.58,659.66,4.72,36.21338506
THANJAVUR,0.75,695.93,6.24,38.20459353
THANJAVUR,0.98,734.39,8.31,40.31576024
THANJAVUR,1.26,783.03,10.82,42.98606144
THANJAVUR,0.86,733.38,7.22,40.26066114
THANJAVUR,0.53,649.64,4.26,35.66312243
THANJAVUR,0.71,681.35,5.84,37.40386287
THANJAVUR,0.89,713.47,7.53,39.16749133
THANJAVUR,1.1,746.47,9.39,40.97927306
THANJAVUR,1.1,743.57,9.4,40.81972226
THANJAVUR,1.19,760.32,10.22,41.73908699
THANJAVUR,1.27,774.73,10.9,42.53032632
THANJAVUR,0.49,624.91,3.91,34.30579538
THANJAVUR,0.63,656.1,5.09,36.01818894
THANJAVUR,0.79,690.68,6.62,37.91656593
THANJAVUR,1,728.54,8.49,39.99472812
THANJAVUR,1.09,761.01,9.31,41.77714467
THANJAVUR,0.68,659.72,5.55,36.2167871
THANJAVUR,0.71,670.44,5.84,36.80504364
THANJAVUR,0.79,692.44,6.62,38.01275036
THANJAVUR,0.88,712.59,7.43,39.11934804
THANJAVUR,1.05,748.2,8.96,41.07421389
THANJAVUR,1.29,794.78,11.1,43.63099788
THANJAVUR,1.11,772.46,9.47,42.40573251
THANJAVUR,0.95,720.45,8.03,39.55067834
THANJAVUR,1.12,751.88,9.5,41.27585292
THANJAVUR,0.96,746.11,8.06,40.95908901
THANJAVUR,0.66,700.72,5.38,38.46730071
THANJAVUR,0.7,686.22,5.79,37.67161432
THANJAVUR,0.82,713.46,6.85,39.16665373
THANJAVUR,0.64,686.83,5.29,37.70496448
THANJAVUR,0.6,686.02,4.93,37.6607509
THANJAVUR,0.64,677.78,5.22,37.20798013
THANJAVUR,0.71,704.46,5.94,38.67261289
THANJAVUR,0.81,713.7,6.76,39.18026678
THE NILGIRIS,0,372.57,0,27.33710351
THE NILGIRIS,0,374.5,0,27.47924921
THE NILGIRIS,0,376.73,0,27.64279578
THE NILGIRIS,0,372.57,0,27.33707533
THE NILGIRIS,0,373.49,0,27.40455117
THE NILGIRIS,0,375.82,0,27.57588864
THE NILGIRIS,0,378.76,0,27.7915952
THE NILGIRIS,0,381.27,0,27.97544344
THE NILGIRIS,0,384.02,0,28.17783001
THE NILGIRIS,0,388.15,0,28.48032388
THE NILGIRIS,0,391.1,0,28.69693142
THE NILGIRIS,0,394.24,0,28.92729101
THE NILGIRIS,0,396.25,0,29.07492953
THE NILGIRIS,0,399.49,0,29.31285176
THE NILGIRIS,0,403.41,0,29.60043474
THE NILGIRIS,0,407.02,0,29.86512806
THE NILGIRIS,0,410.63,0,30.12970488
THE NILGIRIS,0,412.35,0,30.25603522
THE NILGIRIS,0,416.43,0,30.55530573
THE NILGIRIS,0,421.84,0,30.95279978
THE NILGIRIS,0,425.85,0,31.24646763
THE NILGIRIS,0,430.29,0,31.57283826
THE NILGIRIS,0,435.23,0,31.93492258
THE NILGIRIS,0,439.51,0,32.24911948
THE NILGIRIS,0,445.07,0,32.656749
THE NILGIRIS,0.34,479.92,2.76,35.21426505
THE NILGIRIS,0.42,488.89,3.35,35.87251447
THE NILGIRIS,0.49,500.49,3.9,36.72316781
THE NILGIRIS,0.48,522.81,3.79,38.36107406
THE NILGIRIS,0.51,442.47,4.07,32.46608316
THE NILGIRIS,0.58,446.41,4.6,32.75534628
THE NILGIRIS,0,355.41,0,26.07792135
THE NILGIRIS,0,356.01,0,26.12221949
THE NILGIRIS,0,356.87,0,26.18556596
THE NILGIRIS,0,357.98,0,26.2668085
THE NILGIRIS,0,359.16,0,26.35337982
THE NILGIRIS,0,360.43,0,26.44657668
THE NILGIRIS,0,343.42,0,25.19847413
THE NILGIRIS,0,344.9,0,25.30719052
THE NILGIRIS,0,345.36,0,25.34104512
THE NILGIRIS,0,346.35,0,25.41335375
THE NILGIRIS,0,347.31,0,25.48394348
THE NILGIRIS,0,346.66,0,25.43639548
THE NILGIRIS,0,346.38,0,25.41600208
THE NILGIRIS,0,347.22,0,25.47759987
THE NILGIRIS,0,351.76,0,25.81017661
THE NILGIRIS,0,349.14,0,25.61820731
THE NILGIRIS,0,350.26,0,25.70027393
THE NILGIRIS,0,352.81,0,25.88754758
THE NILGIRIS,0,352.42,0,25.85883316
THE NILGIRIS,0,353.61,0,25.94590449
THE NILGIRIS,0,354.91,0,26.04150556
THE NILGIRIS,0,358.4,0,26.2973986
THE NILGIRIS,0,359.19,0,26.35561351
THE NILGIRIS,0,359.36,0,26.3683045
THE NILGIRIS,0,357.88,0,26.25962857
THE NILGIRIS,0,362.15,0,26.57315323
THE NILGIRIS,0,368.07,0,27.00724412
THE NILGIRIS,0,369.5,0,27.11242083
THE NILGIRIS,0,371.08,0,27.22825974
THE NILGIRIS,0,408.15,0,29.94810561
THE NILGIRIS,0,409.2,0,30.02506739
THE NILGIRIS,0,413.09,0,30.31059028
THE NILGIRIS,0,417.2,0,30.61201738
THE NILGIRIS,0,421.58,0,30.93374335
THE NILGIRIS,0,425.44,0,31.21650878
THE NILGIRIS,0,430.59,0,31.59450405
THE NILGIRIS,0,433.11,0,31.77954698
THE NILGIRIS,0,438.59,0,32.18192452
THE NILGIRIS,0,369.48,0,27.1105713
THE NILGIRIS,0,371.03,0,27.22424699
THE NILGIRIS,0,373.06,0,27.37357563
THE NILGIRIS,0,347.42,0,25.4917765
THE NILGIRIS,0,352.28,0,25.84857089
THE NILGIRIS,0,351.01,0,25.75548167
THE NILGIRIS,0,352.22,0,25.84412358
THE NILGIRIS,0,353.32,0,25.92485844
THE NILGIRIS,0,354.67,0,26.02366428
THE NILGIRIS,0,355.17,0,26.06038935
THE NILGIRIS,0,355.66,0,26.09681468
THE NILGIRIS,0,349.83,0,25.66859104
THE NILGIRIS,0,350.09,0,25.68774877
THE NILGIRIS,0,350.48,0,25.7167951
THE NILGIRIS,0,346.28,0,25.40842744
THE NILGIRIS,0,347,0,25.46151169
THE NILGIRIS,0,347.75,0,25.51650807
THE NILGIRIS,0,348.55,0,25.57516609
THE NILGIRIS,0,349.23,0,25.62467104
THE NILGIRIS,0,350.01,0,25.68215715
THE NILGIRIS,0,405.55,0,29.75755592
THE NILGIRIS,0,355.14,0,26.05813879
THE NILGIRIS,0,521.3,0,38.2504509
THE NILGIRIS,0,529.03,0,38.81795706
THE NILGIRIS,0,539.8,0,39.60778975
THE NILGIRIS,0.01,593.08,0.07,43.51752291
THE NILGIRIS,0,566.12,0.02,41.53886907
THE NILGIRIS,0,536.94,0,39.39781464
THE NILGIRIS,0,529.86,0,38.87828606
THE NILGIRIS,0,531.15,0,38.97330313
THE NILGIRIS,0,513.86,0,37.7043378
